Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
2119,1,17,1,171.0,1.0,1.0,133.0,1,1,1,6.0,7.0,134.8,1,0,0,1,0,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12.4,0.5,1.79,Enrolled,Lisbon,First Child,Online,Engineering,Special Needs
3583,1,17,6,9147.0,1.0,1.0,120.0,1,37,38,9.0,9.0,115.5,1,0,1,0,1,0,19,0.0,0,5.0,8,4.0,12.5,0.0,0.0,5.0,9.0,5,10.5,0,8.9,1.4,3.51,Enrolled,Budapest,Youngest Child,Part-Time,Arts,No Special Needs
3845,1,39,1,9085.0,1.0,12.0,,1,34,34,99.0,99.0,128.2,0,0,1,0,1,0,27,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Dropout,Lisbon,,Full-Time,Medicine,
2415,1,43,2,9238.0,1.0,1.0,,1,34,30,0.0,5.0,118.9,1,0,0,1,1,0,22,0.0,0,6.0,11,0.0,0.0,,0.0,5.0,10.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Dublin,,Online,Science,
2566,1,17,1,9500.0,1.0,1.0,,1,38,1,5.0,4.0,136.6,0,0,0,1,0,1,18,0.0,0,7.0,7,7.0,13.464285714285714,,0.0,8.0,9.0,8,14.788888888888888,0,12.4,0.5,1.79,Graduate,Amsterdam,,Full-Time,Science,
3785,1,44,1,9003.0,1.0,39.0,,1,1,38,4.0,9.0,150.0,0,0,0,1,1,1,20,0.0,0,6.0,18,3.0,12.0,,0.0,6.0,17.0,3,11.666666666666666,0,15.5,2.8,-4.06,Enrolled,Oslo,,Online,Science,
900,1,17,1,9147.0,1.0,1.0,114.0,1,19,19,9.0,7.0,107.7,0,0,0,1,0,0,19,0.0,0,5.0,7,2.0,10.0,0.0,0.0,5.0,11.0,2,14.0,0,10.8,1.4,1.74,Dropout,Brussels,Middle Child,Online,Engineering,Special Needs
1446,1,1,1,171.0,1.0,1.0,114.0,1,3,29,3.0,5.0,111.9,0,0,0,0,1,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Munich,Youngest Child,Full-Time,Medicine,Special Needs
2819,1,43,1,9773.0,1.0,1.0,127.0,1,19,1,5.0,5.0,117.6,1,0,0,1,0,0,18,0.0,0,6.0,6,0.0,0.0,0.0,0.0,6.0,10.0,3,11.0,0,16.2,0.3,-0.92,Enrolled,Zurich,Youngest Child,Online,Commerce,Special Needs
741,1,1,1,9254.0,1.0,1.0,,1,3,3,2.0,2.0,128.7,0,0,0,1,1,0,19,0.0,0,6.0,7,6.0,14.428571428571429,,0.0,6.0,6.0,6,12.5,0,8.9,1.4,3.51,Graduate,Edinburgh,,Full-Time,Medicine,
2066,1,1,5,9254.0,1.0,1.0,128.0,1,19,1,7.0,10.0,116.5,1,0,0,1,0,1,18,0.0,0,6.0,7,6.0,13.428571428571429,0.0,0.0,6.0,6.0,6,12.666666666666666,0,8.9,1.4,3.51,Graduate,Zurich,Youngest Child,Part-Time,Arts,Special Needs
3199,1,1,1,,1.0,,,1,1,1,,9.0,127.0,1,0,0,1,1,0,20,,0,,8,,,0.0,,8.0,8.0,7,12.84142857142857,0,10.8,1.4,1.74,Graduate,,,Evening Classes,Arts,No Special Needs
1206,1,43,2,9500.0,1.0,1.0,120.0,1,37,34,90.0,0.0,121.5,0,0,1,1,0,0,22,0.0,11,14.0,14,12.0,12.333333333333334,2.0,11.0,14.0,14.0,12,12.333333333333334,2,7.6,2.6,0.32,Graduate,Dublin,Youngest Child,Part-Time,Arts,Special Needs
509,1,1,2,9147.0,1.0,1.0,125.0,1,1,19,4.0,6.0,115.2,0,1,0,1,0,0,21,0.0,0,5.0,6,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,15.5,2.8,-4.06,Dropout,Edinburgh,Youngest Child,Full-Time,Medicine,Special Needs
3041,1,17,5,9500.0,1.0,1.0,,1,19,1,9.0,4.0,128.8,1,0,0,1,0,0,18,0.0,0,7.0,8,6.0,13.39,,0.0,8.0,10.0,7,12.757142857142856,0,11.1,0.6,2.02,Enrolled,Athens,,Evening Classes,Medicine,
2208,1,17,2,9147.0,1.0,1.0,133.1,1,38,38,4.0,7.0,109.0,1,0,0,1,1,1,22,0.0,0,5.0,7,3.0,12.333333333333334,0.0,0.0,5.0,9.0,3,10.571428571428571,0,10.8,1.4,1.74,Enrolled,Saint Petersburg,Middle Child,Evening Classes,Science,Special Needs
3794,1,17,1,9119.0,1.0,1.0,130.0,1,19,19,7.0,9.0,121.3,1,0,0,1,1,0,18,0.0,0,5.0,9,1.0,12.0,0.0,0.0,5.0,10.0,2,12.0,3,7.6,2.6,0.32,Dropout,Barcelona,Middle Child,Evening Classes,Commerce,Special Needs
2044,1,44,1,9085.0,1.0,,,1,1,19,,3.0,140.0,1,0,0,1,0,0,21,,2,6.0,7,,,0.0,1.0,6.0,15.0,4,12.8,0,12.4,0.5,1.79,Graduate,,,Online,Commerce,No Special Needs
767,1,7,1,9991.0,0.0,40.0,133.1,1,1,37,4.0,1.0,100.0,0,0,0,1,0,0,26,0.0,8,9.0,11,9.0,12.333333333333334,0.0,4.0,7.0,7.0,7,12.571428571428571,0,12.4,0.5,1.79,Graduate,Berlin,First Child,Part-Time,Commerce,Special Needs
4312,1,7,1,9991.0,0.0,,,1,19,19,,9.0,130.0,0,0,0,0,1,0,32,,0,5.0,12,,,,0.0,5.0,9.0,2,15.0,0,16.2,0.3,-0.92,Dropout,,,Evening Classes,Commerce,
2939,1,39,1,8014.0,0.0,1.0,100.0,1,37,37,6.0,5.0,107.5,0,0,0,1,0,0,41,0.0,0,2.0,2,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Oslo,First Child,Full-Time,Science,No Special Needs
421,1,42,1,9991.0,0.0,1.0,,1,1,2,4.0,3.0,120.0,0,0,0,1,0,0,30,0.0,4,7.0,9,7.0,14.142857142857142,,1.0,5.0,5.0,5,14.8,0,7.6,2.6,0.32,Graduate,Saint Petersburg,,Online,Commerce,
123,1,1,1,9670.0,1.0,1.0,,1,38,38,9.0,9.0,127.9,0,0,0,1,0,1,19,0.0,0,5.0,5,5.0,12.8,,0.0,5.0,5.0,5,14.2,0,9.4,-0.8,-3.12,Graduate,Kyiv,,Online,Engineering,
3303,1,1,4,9085.0,1.0,1.0,135.0,1,38,37,9.0,9.0,132.6,1,0,0,1,0,1,19,0.0,0,5.0,5,5.0,13.6,0.0,0.0,5.0,5.0,5,14.6,0,10.8,1.4,1.74,Graduate,Sofia,Middle Child,Online,Medicine,Special Needs
3494,1,17,2,9670.0,1.0,1.0,,1,37,38,5.0,8.0,121.7,0,0,0,1,1,1,20,0.0,0,5.0,5,5.0,12.4,,0.0,5.0,5.0,4,10.75,0,9.4,-0.8,-3.12,Graduate,Rome,,Full-Time,Medicine,
819,1,1,1,8014.0,0.0,1.0,123.0,1,34,37,9.0,90.0,121.3,1,0,0,1,0,0,25,0.0,0,6.0,6,6.0,12.833333333333334,0.0,0.0,6.0,6.0,6,12.833333333333334,0,7.6,2.6,0.32,Graduate,Amsterdam,First Child,Full-Time,Commerce,No Special Needs
1403,1,17,5,9500.0,1.0,1.0,,1,38,1,9.0,7.0,130.6,1,0,0,1,0,1,18,0.0,0,7.0,8,7.0,13.15,,0.0,8.0,9.0,8,15.06875,0,13.9,-0.3,0.79,Graduate,Prague,,Evening Classes,Medicine,
1382,1,7,1,9003.0,1.0,3.0,,1,1,19,4.0,1.0,120.0,1,0,0,1,1,0,27,0.0,14,18.0,21,18.0,11.421052631578949,,10.0,13.0,16.0,13,11.076923076923077,1,15.5,2.8,-4.06,Graduate,London,,Full-Time,Commerce,
1575,1,1,4,171.0,1.0,1.0,131.0,1,19,19,4.0,4.0,119.8,1,1,0,1,0,0,22,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16.2,0.3,-0.92,Graduate,Venice,Middle Child,Evening Classes,Medicine,No Special Needs
1638,1,39,1,9670.0,1.0,9.0,133.1,1,37,37,5.0,3.0,110.0,0,0,1,1,1,0,26,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Madrid,Youngest Child,Full-Time,Medicine,Special Needs
1795,1,1,3,9500.0,1.0,,,1,38,38,,9.0,132.8,1,0,0,1,0,1,19,,0,8.0,8,,,,0.0,8.0,8.0,7,13.512857142857142,0,10.8,1.4,1.74,Graduate,,,Evening Classes,Commerce,
4262,1,17,1,9147.0,1.0,1.0,,1,1,37,3.0,7.0,120.2,0,0,0,1,0,0,19,0.0,0,5.0,10,5.0,13.285714285714286,,0.0,5.0,8.0,5,13.0,0,12.7,3.7,-1.7,Graduate,Edinburgh,,Online,Science,
399,1,17,1,9147.0,1.0,1.0,,1,38,37,6.0,4.0,96.0,1,0,0,1,0,0,19,0.0,0,5.0,10,3.0,10.666666666666666,,0.0,5.0,9.0,0,0.0,3,16.2,0.3,-0.92,Dropout,Rome,,Part-Time,Science,
3523,1,43,4,9670.0,1.0,1.0,117.0,1,3,3,4.0,4.0,113.2,0,0,0,1,1,0,21,0.0,0,5.0,11,2.0,10.0,0.0,0.0,5.0,10.0,3,10.333333333333334,0,9.4,-0.8,-3.12,Enrolled,Dublin,Middle Child,Part-Time,Arts,Special Needs
3828,1,1,1,9119.0,1.0,1.0,,1,12,1,4.0,10.0,124.1,1,0,0,1,1,0,19,0.0,0,5.0,10,0.0,0.0,,0.0,5.0,10.0,1,14.0,3,7.6,2.6,0.32,Dropout,Bucharest,,Full-Time,Medicine,
4021,1,1,1,8014.0,0.0,1.0,,1,3,1,1.0,7.0,100.0,0,0,0,1,0,0,26,0.0,2,8.0,11,7.0,12.75,,2.0,7.0,7.0,7,12.285714285714286,0,16.2,0.3,-0.92,Graduate,Helsinki,,Part-Time,Medicine,
1352,1,1,2,9070.0,1.0,1.0,145.0,1,1,19,4.0,3.0,133.5,0,0,0,1,0,0,19,0.0,0,6.0,6,6.0,12.166666666666666,0.0,0.0,6.0,6.0,6,11.333333333333334,0,12.7,3.7,-1.7,Graduate,Vienna,Youngest Child,Evening Classes,Commerce,No Special Needs
3667,1,42,1,9147.0,1.0,1.0,,1,34,34,99.0,99.0,109.8,1,0,0,0,1,0,23,0.0,0,3.0,3,0.0,0.0,,0.0,2.0,2.0,0,0.0,0,7.6,2.6,0.32,Dropout,Madrid,,Evening Classes,Engineering,
3970,1,1,1,9070.0,1.0,1.0,,1,37,37,3.0,3.0,131.7,1,0,0,1,0,0,20,0.0,0,6.0,6,6.0,12.166666666666666,,0.0,6.0,7.0,5,13.8,0,12.7,3.7,-1.7,Graduate,Milan,,Full-Time,Medicine,
982,1,1,1,9773.0,1.0,1.0,,1,1,38,4.0,5.0,122.8,0,0,0,1,1,0,18,0.0,0,6.0,6,6.0,12.0,,0.0,6.0,6.0,6,12.5,0,12.7,3.7,-1.7,Graduate,Athens,,Evening Classes,Medicine,
456,1,7,1,9003.0,1.0,3.0,130.0,1,38,37,5.0,6.0,130.0,0,0,0,1,0,0,32,0.0,0,6.0,7,0.0,0.0,0.0,0.0,6.0,6.0,0,0.0,0,12.4,0.5,1.79,Dropout,Lisbon,Youngest Child,Online,Commerce,Special Needs
3782,1,17,2,9853.0,1.0,1.0,125.0,1,1,19,5.0,5.0,119.4,1,0,0,1,0,0,18,0.0,0,7.0,10,7.0,12.142857142857142,0.0,0.0,7.0,7.0,7,13.142857142857142,0,12.4,0.5,1.79,Graduate,Sofia,Middle Child,Full-Time,Commerce,No Special Needs
3553,1,44,1,9119.0,1.0,39.0,,1,19,37,9.0,9.0,150.0,1,0,1,1,1,0,20,0.0,0,5.0,6,5.0,16.5,,0.0,5.0,7.0,5,17.714285714285715,0,12.4,0.5,1.79,Dropout,London,,Evening Classes,Engineering,
1950,1,1,1,,1.0,1.0,123.0,1,38,38,4.0,7.0,114.3,0,0,0,1,0,0,19,0.0,0,,0,0.0,,0.0,,6.0,0.0,0,0.0,0,11.1,0.6,2.02,Dropout,Rome,First Child,Online,Arts,No Special Needs
3541,1,17,1,9670.0,1.0,1.0,132.0,1,38,37,9.0,9.0,122.9,0,0,0,0,1,0,20,0.0,0,6.0,6,6.0,11.5,0.0,0.0,6.0,9.0,2,13.0,0,10.8,1.4,1.74,Dropout,Kyiv,Middle Child,Evening Classes,Commerce,Special Needs
4166,1,18,1,9991.0,0.0,1.0,,1,38,38,5.0,5.0,145.0,0,0,0,1,0,1,21,0.0,0,5.0,6,4.0,12.25,,0.0,5.0,8.0,4,11.8,0,10.8,1.4,1.74,Enrolled,Rome,,Full-Time,Medicine,
641,1,1,6,9147.0,1.0,1.0,128.0,1,37,37,9.0,9.0,116.5,0,0,0,1,0,0,18,0.0,0,5.0,9,3.0,11.666666666666666,0.0,0.0,5.0,15.0,2,11.0,0,7.6,2.6,0.32,Enrolled,Zurich,Middle Child,Full-Time,Engineering,Special Needs
1953,1,1,4,9254.0,1.0,,,1,1,38,,6.0,122.6,1,0,0,1,0,1,18,,0,6.0,7,,,,0.0,6.0,6.0,6,12.0,0,8.9,1.4,3.51,Graduate,,,Full-Time,Engineering,
2170,1,1,5,9500.0,1.0,1.0,133.1,1,1,1,5.0,8.0,123.0,1,0,0,1,0,0,19,0.0,0,8.0,8,7.0,13.714285714285714,0.0,0.0,8.0,8.0,7,13.714285714285714,0,12.7,3.7,-1.7,Graduate,Dublin,Middle Child,Part-Time,Engineering,Special Needs
2628,1,1,1,9147.0,1.0,1.0,120.0,1,1,19,7.0,7.0,111.3,0,0,0,1,1,1,18,0.0,0,5.0,10,4.0,10.8,0.0,0.0,5.0,10.0,4,11.75,0,15.5,2.8,-4.06,Enrolled,Amsterdam,First Child,Evening Classes,Engineering,No Special Needs
4219,1,16,4,9238.0,1.0,1.0,,1,37,37,9.0,9.0,121.0,1,0,0,1,0,0,18,0.0,0,6.0,8,5.0,13.0,,0.0,6.0,7.0,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,Lisbon,,Online,Engineering,
2303,1,18,5,9119.0,1.0,1.0,136.0,1,3,2,2.0,3.0,125.2,1,0,0,1,1,0,19,0.0,0,5.0,9,5.0,11.833333333333334,0.0,0.0,5.0,9.0,5,14.714285714285714,0,12.4,0.5,1.79,Enrolled,Prague,First Child,Online,Medicine,No Special Needs
1884,2,39,1,9500.0,1.0,1.0,,1,37,37,191.0,172.0,115.2,0,0,0,1,0,0,48,0.0,0,7.0,11,4.0,11.75,,0.0,7.0,14.0,3,11.725,0,11.1,0.6,2.02,Enrolled,Oslo,,Evening Classes,Medicine,
3745,1,1,1,171.0,1.0,1.0,145.0,1,3,1,4.0,3.0,149.9,1,0,0,0,0,0,19,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16.2,0.3,-0.92,Graduate,Saint Petersburg,Youngest Child,Online,Medicine,No Special Needs
2450,1,1,1,171.0,1.0,1.0,130.0,1,1,38,5.0,9.0,118.1,0,0,1,0,1,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Warsaw,Youngest Child,Part-Time,Commerce,No Special Needs
2274,2,39,1,171.0,1.0,19.0,,1,37,37,9.0,9.0,139.0,0,0,0,1,1,0,36,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Warsaw,,Full-Time,Engineering,
845,1,1,1,171.0,1.0,1.0,115.0,1,37,37,9.0,8.0,129.0,1,0,1,0,0,1,23,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Budapest,First Child,Part-Time,Science,Special Needs
542,1,44,1,9003.0,1.0,39.0,150.0,1,1,19,4.0,10.0,150.0,0,0,0,1,1,1,21,0.0,0,6.0,8,6.0,13.0,0.0,0.0,6.0,10.0,6,12.625,0,15.5,2.8,-4.06,Graduate,Saint Petersburg,Middle Child,Evening Classes,Medicine,No Special Needs
91,1,17,2,,1.0,1.0,133.1,41,19,1,9.0,9.0,105.0,1,0,0,0,0,0,21,1.0,0,,6,6.0,,0.0,,6.0,6.0,6,13.5,0,8.9,1.4,3.51,Graduate,Vienna,First Child,Online,Engineering,No Special Needs
3053,1,17,1,9085.0,1.0,1.0,,1,38,19,0.0,90.0,122.3,0,0,0,1,0,1,19,0.0,0,5.0,5,5.0,12.6,,0.0,5.0,9.0,3,13.0,0,7.6,2.6,0.32,Dropout,Istanbul,,Full-Time,Engineering,
1979,1,1,1,9670.0,1.0,1.0,123.0,1,12,1,9.0,9.0,119.2,1,0,0,1,0,1,18,0.0,0,6.0,8,5.0,13.5,0.0,0.0,6.0,6.0,6,14.5,0,12.4,0.5,1.79,Graduate,Saint Petersburg,Youngest Child,Evening Classes,Arts,No Special Needs
2215,1,1,2,,1.0,1.0,133.0,1,3,1,2.0,4.0,130.2,0,0,0,1,1,0,19,0.0,0,,9,5.0,,0.0,,10.0,16.0,8,11.0,1,8.9,1.4,3.51,Enrolled,Copenhagen,Middle Child,Part-Time,Commerce,No Special Needs
4394,1,1,4,9500.0,1.0,1.0,168.0,1,38,1,9.0,10.0,166.0,1,0,0,1,0,0,18,0.0,0,8.0,8,8.0,14.88875,0.0,0.0,8.0,8.0,8,14.88875,0,9.4,-0.8,-3.12,Graduate,Rome,Middle Child,Online,Medicine,No Special Needs
2281,1,44,1,9003.0,1.0,39.0,140.0,1,1,38,9.0,6.0,140.0,0,0,0,1,1,0,21,0.0,0,6.0,13,4.0,11.75,0.0,0.0,6.0,15.0,4,10.5,0,15.5,2.8,-4.06,Enrolled,Milan,Youngest Child,Part-Time,Commerce,Special Needs
3886,1,1,1,9254.0,1.0,1.0,128.0,1,19,19,7.0,8.0,120.0,1,0,0,1,0,1,20,0.0,0,6.0,6,6.0,14.5,0.0,0.0,6.0,7.0,5,15.0,0,12.4,0.5,1.79,Enrolled,Sofia,Middle Child,Online,Commerce,Special Needs
1048,1,1,1,9500.0,1.0,1.0,133.0,1,1,19,9.0,6.0,121.5,1,0,0,1,0,1,20,0.0,0,7.0,8,6.0,12.396666666666668,0.0,0.0,8.0,9.0,7,12.94285714285714,0,11.1,0.6,2.02,Graduate,Athens,Middle Child,Part-Time,Arts,No Special Needs
1960,1,1,1,9238.0,1.0,,,1,1,1,,9.0,124.2,1,0,1,1,0,1,19,,0,6.0,6,,,,0.0,6.0,6.0,6,12.666666666666666,0,9.4,-0.8,-3.12,Graduate,,,Evening Classes,Engineering,
237,1,17,2,9238.0,1.0,1.0,133.0,1,37,37,3.0,9.0,119.7,0,1,0,1,0,1,18,0.0,0,6.0,9,6.0,11.333333333333334,0.0,0.0,6.0,9.0,6,11.571428571428571,0,15.5,2.8,-4.06,Graduate,Berlin,First Child,Online,Engineering,No Special Needs
4179,1,17,4,9500.0,1.0,1.0,148.0,1,3,19,4.0,7.0,131.9,1,0,0,1,0,1,18,0.0,0,7.0,8,7.0,14.15,0.0,0.0,8.0,8.0,8,14.51125,0,15.5,2.8,-4.06,Graduate,Venice,Youngest Child,Online,Engineering,No Special Needs
1133,1,1,1,9500.0,1.0,1.0,,1,19,1,9.0,5.0,145.0,0,0,0,1,0,1,18,0.0,0,7.0,7,7.0,14.071428571428571,,0.0,8.0,8.0,8,15.1625,0,13.9,-0.3,0.79,Graduate,Barcelona,,Online,Arts,
1805,1,43,1,9991.0,0.0,3.0,,1,3,1,2.0,9.0,130.0,0,0,0,1,1,0,33,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Copenhagen,,Online,Science,
3271,2,39,1,8014.0,0.0,1.0,133.1,1,38,38,9.0,9.0,113.5,0,0,0,1,0,1,50,0.0,3,9.0,11,8.0,13.25,0.0,2.0,7.0,8.0,7,11.714285714285714,0,12.7,3.7,-1.7,Graduate,Kyiv,Middle Child,Online,Science,Special Needs
163,1,17,5,9853.0,1.0,1.0,132.0,1,12,12,4.0,4.0,123.3,1,0,0,1,0,0,21,0.0,0,6.0,13,4.0,11.5,0.0,0.0,6.0,10.0,3,11.0,0,10.8,1.4,1.74,Dropout,Munich,First Child,Part-Time,Arts,Special Needs
2751,1,39,1,9670.0,1.0,12.0,170.0,1,1,37,3.0,5.0,110.0,0,0,0,1,1,1,25,0.0,0,6.0,8,6.0,14.142857142857142,0.0,0.0,6.0,6.0,6,13.5,0,15.5,2.8,-4.06,Graduate,Amsterdam,First Child,Online,Arts,No Special Needs
3364,1,17,3,9853.0,1.0,1.0,,1,34,34,0.0,0.0,131.3,1,0,0,1,0,0,21,0.0,0,6.0,8,5.0,11.8,,0.0,6.0,8.0,4,10.5,0,7.6,2.6,0.32,Dropout,Edinburgh,,Full-Time,Science,
2728,1,39,1,,1.0,1.0,,1,4,1,2.0,9.0,120.0,0,0,0,0,0,0,26,0.0,0,,8,6.0,,,,6.0,7.0,5,14.5,0,11.1,0.6,2.02,Enrolled,Edinburgh,,Full-Time,Engineering,
3098,1,1,1,9238.0,1.0,,,1,37,37,,9.0,135.9,1,0,0,1,0,0,19,,0,6.0,11,,,,0.0,6.0,11.0,6,11.666666666666666,0,7.6,2.6,0.32,Enrolled,,,Part-Time,Commerce,
2865,4,39,1,9147.0,1.0,1.0,140.0,1,37,37,9.0,9.0,142.8,0,0,0,1,0,0,43,0.0,0,5.0,5,5.0,16.4,0.0,0.0,5.0,5.0,5,16.6,0,7.6,2.6,0.32,Graduate,Budapest,First Child,Online,Arts,Special Needs
3093,1,43,1,9500.0,1.0,1.0,,1,29,38,90.0,3.0,131.0,1,0,0,1,0,1,22,0.0,18,23.0,23,20.0,14.575,,18.0,23.0,23.0,20,14.575,3,7.6,2.6,0.32,Graduate,Sofia,,Evening Classes,Arts,
1811,1,1,6,9500.0,1.0,1.0,127.0,1,1,19,3.0,3.0,120.2,1,0,0,1,0,1,19,0.0,0,7.0,7,7.0,12.765714285714289,0.0,0.0,8.0,9.0,8,13.544444444444444,0,12.4,0.5,1.79,Graduate,Prague,Youngest Child,Full-Time,Engineering,No Special Needs
3252,1,43,1,9130.0,1.0,6.0,,1,1,29,4.0,90.0,123.3,1,0,0,1,0,1,21,0.0,0,5.0,7,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Dropout,Dublin,,Full-Time,Arts,
3989,1,43,1,9238.0,1.0,1.0,130.0,1,38,19,9.0,4.0,118.4,0,0,1,1,0,0,28,0.0,15,16.0,16,13.0,12.076923076923077,0.0,13.0,13.0,13.0,11,12.090909090909092,0,16.2,0.3,-0.92,Graduate,Brussels,Youngest Child,Online,Commerce,Special Needs
2848,2,42,1,9147.0,1.0,,,1,37,37,,9.0,100.0,1,0,0,1,0,0,54,,13,15.0,20,,,1.0,10.0,13.0,13.0,10,11.1,1,15.5,2.8,-4.06,Dropout,,,Online,Arts,No Special Needs
4185,1,1,1,9991.0,0.0,1.0,131.0,1,19,37,9.0,9.0,118.4,1,0,0,1,0,0,20,0.0,0,5.0,10,0.0,0.0,0.0,0.0,5.0,10.0,0,0.0,3,7.6,2.6,0.32,Enrolled,,Youngest Child,Part-Time,Medicine,No Special Needs
3459,4,43,4,9991.0,0.0,12.0,133.1,1,37,37,9.0,9.0,153.0,0,0,0,0,0,0,40,0.0,0,5.0,10,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Dropout,Sofia,Middle Child,Evening Classes,Medicine,Special Needs
3818,1,17,1,9238.0,1.0,1.0,160.0,1,19,37,6.0,6.0,144.3,0,0,0,1,1,0,22,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Rome,Middle Child,Evening Classes,Arts,Special Needs
4409,2,43,1,9991.0,0.0,1.0,140.0,1,37,37,4.0,1.0,122.7,0,0,0,1,1,0,38,0.0,0,5.0,5,5.0,14.6,0.0,0.0,5.0,6.0,5,14.333333333333334,0,13.9,-0.3,0.79,Graduate,Edinburgh,First Child,Evening Classes,Engineering,No Special Needs
4178,1,1,2,9500.0,1.0,1.0,133.1,1,19,38,7.0,9.0,125.5,1,0,0,1,0,1,21,0.0,0,7.0,9,7.0,13.2,0.0,0.0,8.0,9.0,7,13.2575,0,15.5,2.8,-4.06,Graduate,Edinburgh,Middle Child,Full-Time,Medicine,Special Needs
1452,1,1,1,171.0,1.0,1.0,,1,1,1,4.0,1.0,119.4,1,0,0,1,1,0,20,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Berlin,,Full-Time,Medicine,
593,1,17,1,9670.0,1.0,1.0,,1,1,19,4.0,8.0,134.7,1,0,0,1,0,0,20,0.0,0,6.0,8,5.0,13.4,,0.0,6.0,10.0,4,13.0,0,12.7,3.7,-1.7,Enrolled,Warsaw,,Part-Time,Commerce,
41,1,1,2,9147.0,1.0,1.0,133.0,1,3,19,2.0,7.0,120.4,1,0,0,1,0,0,22,0.0,0,5.0,5,5.0,14.8,0.0,0.0,5.0,5.0,5,15.8,0,8.9,1.4,3.51,Graduate,Vienna,First Child,Evening Classes,Medicine,No Special Needs
560,1,53,1,9003.0,1.0,42.0,,1,3,38,141.0,151.0,135.3,0,0,0,1,1,0,21,0.0,7,12.0,18,11.0,12.090909090909092,,5.0,12.0,14.0,11,12.0,0,8.9,1.4,3.51,Graduate,Barcelona,,Part-Time,Science,
2307,4,43,2,9991.0,0.0,38.0,,1,3,1,2.0,9.0,125.4,0,0,0,1,1,0,39,0.0,0,2.0,5,0.0,0.0,,0.0,4.0,4.0,0,0.0,0,10.8,1.4,1.74,Dropout,Brussels,,Full-Time,Medicine,
4068,1,1,1,9670.0,1.0,1.0,,1,1,1,5.0,7.0,154.7,0,0,0,1,0,1,18,0.0,0,5.0,6,5.0,11.8,,0.0,5.0,5.0,5,12.6,0,9.4,-0.8,-3.12,Graduate,Brussels,,Online,Medicine,
243,1,39,1,9147.0,1.0,1.0,,1,37,1,9.0,1.0,122.7,0,0,0,0,0,0,25,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,9.0,0,0.0,0,10.8,1.4,1.74,Dropout,Stockholm,,Part-Time,Science,
1339,1,18,1,9500.0,1.0,1.0,,1,37,38,7.0,8.0,119.3,1,0,0,1,0,1,19,0.0,0,8.0,8,7.0,11.4,,0.0,8.0,8.0,7,11.4,0,10.8,1.4,1.74,Graduate,London,,Part-Time,Arts,
4167,1,17,2,,1.0,1.0,,1,19,38,4.0,7.0,140.9,1,0,0,1,0,0,19,0.0,0,,6,6.0,,,,6.0,6.0,6,13.5,0,9.4,-0.8,-3.12,Graduate,Warsaw,,Evening Classes,Medicine,
